UNITID,Level of Student,Grand Total,Grand Total Men,Grand Total Women
450641,1,273,38,235
450641,2,273,38,235
450650,1,379,35,344
450650,2,379,35,344
450711,1,165,134,31
450711,2,165,134,31
450720,1,843,21,822
450720,2,843,21,822
450933,1,37306,23248,14058
450933,2,27335,17817,9518
450933,4,9971,5431,4540
450951,1,214,128,86
450951,2,214,128,86
450960,1,411,54,357
450960,2,411,54,357
450979,1,10960,6885,4075
450979,2,7549,4899,2650
450979,4,3411,1986,1425
450988,1,332,29,303
450988,2,332,29,303
451006,1,72,11,61
451006,2,72,11,61
451033,1,9,0,9
451033,2,9,0,9
451042,1,59,20,39
451042,2,59,20,39
451051,1,141,8,133
451051,2,141,8,133
451079,1,90,12,78
451079,4,90,12,78
451097,1,124,20,104
451097,2,124,20,104
451103,1,1653,534,1119
451103,2,971,246,725
451103,4,682,288,394
451121,1,197,14,183
451121,2,197,14,183
451149,1,738,39,699
451149,2,738,39,699
451158,1,910,50,860
451158,2,910,50,860
451167,1,235,94,141
451167,2,235,94,141
451194,1,32,1,31
451194,2,32,1,31
451228,1,478,395,83
451228,2,478,395,83
451237,1,265,13,252
451237,2,265,13,252
451255,1,103,6,97
451255,2,103,6,97
451264,1,231,44,187
451264,2,231,44,187
451282,1,154,6,148
451282,2,154,6,148
451291,1,40,8,32
451291,2,40,8,32
451307,1,74,3,71
451307,2,74,3,71
451316,1,59,10,49
451316,2,59,10,49
451334,1,404,157,247
451334,2,404,157,247
451343,1,174,6,168
451343,2,174,6,168
451352,1,553,52,501
451352,2,553,52,501
451370,1,79,79,0
451370,2,79,79,0
451398,1,260,260,0
451398,2,260,260,0
451404,1,396,396,0
451404,2,396,396,0
451413,1,720,197,523
451413,2,720,197,523
451459,1,150,47,103
451459,2,150,47,103
451468,1,373,7,366
451468,2,373,7,366
451477,1,2601,2179,422
451477,2,2601,2179,422
451495,1,126,12,114
451495,2,126,12,114
451501,1,393,125,268
451501,2,393,125,268
451510,1,684,296,388
451510,4,684,296,388
451529,1,104,2,102
451529,2,104,2,102
451547,1,42,2,40
451547,2,42,2,40
451556,1,2799,1074,1725
451556,2,2799,1074,1725
451565,1,228,14,214
451565,2,228,14,214
451574,1,171,5,166
451574,2,171,5,166
451583,1,1077,797,280
451583,2,1077,797,280
451626,1,141,38,103
451626,2,141,38,103
451635,1,72,12,60
451635,2,72,12,60
451671,1,2505,973,1532
451671,2,2314,895,1419
451671,4,191,78,113
451714,1,397,23,374
451714,2,397,23,374
451741,1,223,60,163
451741,2,223,60,163
451750,1,1863,252,1611
451750,2,1863,252,1611
451820,1,696,423,273
451820,2,696,423,273
451857,1,516,75,441
451857,2,516,75,441
451866,1,536,82,454
451866,2,536,82,454
451875,1,132,14,118
451875,2,132,14,118
451884,1,112,28,84
451884,2,112,28,84
451918,1,145,10,135
451918,2,145,10,135
451927,1,344,180,164
451927,2,344,180,164
452009,1,73,2,71
452009,2,73,2,71
452072,1,154,6,148
452072,2,154,6,148
452081,1,1010,44,966
452081,2,1010,44,966
452106,1,103,102,1
452106,2,103,102,1
452124,1,597,155,442
452124,2,597,155,442
452373,1,421,29,392
452373,2,421,29,392
452540,1,1,1,0
452540,2,1,1,0
452771,1,31,1,30
452771,2,31,1,30
452780,1,34,0,34
452780,2,34,0,34
452887,1,154,143,11
452887,2,154,143,11
452948,1,1031,113,918
452948,2,1031,113,918
453163,1,8687,1739,6948
453163,2,7198,1416,5782
453163,4,1489,323,1166
453215,1,1431,333,1098
453215,2,1263,288,975
453215,4,168,45,123
453297,1,38,16,22
453297,2,38,16,22
453756,1,237,151,86
453756,2,237,151,86
453792,1,115,16,99
453792,2,115,16,99
454184,1,700,249,451
454184,2,700,249,451
454227,1,41590,4227,37363
454227,2,23604,2445,21159
454227,4,17986,1782,16204
454236,1,806,94,712
454236,2,806,94,712
454245,1,950,140,810
454245,2,950,140,810
454306,1,289,23,266
454306,2,289,23,266
454458,1,76,17,59
454458,2,76,17,59
454537,1,73,1,72
454537,2,73,1,72
454546,1,100,3,97
454546,2,100,3,97
454555,1,275,13,262
454555,2,275,13,262
454573,1,254,6,248
454573,2,254,6,248
454582,1,399,133,266
454582,2,325,114,211
454582,4,74,19,55
454607,1,435,22,413
454607,2,435,22,413
454616,1,289,242,47
454616,2,289,242,47
454652,1,194,9,185
454652,2,194,9,185
454689,1,900,442,458
454689,2,4,1,3
454689,4,896,441,455
454698,1,711,293,418
454698,2,711,293,418
454722,1,74,20,54
454722,2,74,20,54
454759,1,46,36,10
454759,2,46,36,10
454768,1,342,45,297
454768,2,342,45,297
454777,1,344,43,301
454777,2,344,43,301
454786,1,1326,745,581
454786,2,1326,745,581
454795,1,437,107,330
454795,2,437,107,330
454801,1,145,19,126
454801,2,145,19,126
454810,1,4114,1350,2764
454810,2,4114,1350,2764
454829,1,8912,1506,7406
454829,2,5721,859,4862
454829,4,3191,647,2544
454838,1,35,4,31
454838,4,35,4,31
454847,1,179,31,148
454847,2,179,31,148
454856,1,1112,192,920
454856,2,1076,191,885
454856,4,36,1,35
454865,1,969,150,819
454865,2,969,150,819
454874,1,67,4,63
454874,2,67,4,63
454917,1,636,102,534
454917,2,636,102,534
454926,1,399,26,373
454926,2,399,26,373
454935,1,92,0,92
454935,2,92,0,92
454944,1,288,39,249
454944,2,288,39,249
454953,1,59,0,59
454953,2,59,0,59
454962,1,58,1,57
454962,2,58,1,57
454971,1,304,33,271
454971,2,304,33,271
454980,1,143,4,139
454980,2,143,4,139
454999,1,230,11,219
454999,2,230,11,219
455008,1,356,67,289
455008,2,356,67,289
455026,1,147,132,15
455026,2,147,132,15
455062,1,85,4,81
455062,2,85,4,81
455071,1,195,42,153
455071,2,195,42,153
455080,1,291,31,260
455080,2,291,31,260
455099,1,109,69,40
455099,4,109,69,40
455105,1,108,2,106
455105,2,108,2,106
455114,1,20998,8851,12147
455114,2,20998,8851,12147
455141,1,325,13,312
455141,2,325,13,312
455178,1,105,27,78
455178,4,105,27,78
455187,1,247,24,223
455187,2,247,24,223
455196,1,4925,450,4475
455196,2,4925,450,4475
455202,1,693,98,595
455202,2,693,98,595
455211,1,318,8,310
455211,2,318,8,310
455220,1,92,0,92
455220,2,92,0,92
455239,1,20,2,18
455239,2,20,2,18
455257,1,493,493,0
455257,2,493,493,0
455275,1,417,9,408
455275,2,417,9,408
455284,1,387,10,377
455284,2,387,10,377
455327,1,64,6,58
455327,2,64,6,58
455336,1,299,246,53
455336,2,299,246,53
455345,1,21,14,7
455345,2,21,14,7
455354,1,451,20,431
455354,2,451,20,431
455381,1,281,2,279
455381,2,281,2,279
455406,1,574,276,298
455406,4,574,276,298
455433,1,511,103,408
455433,4,511,103,408
455460,1,325,58,267
455460,2,325,58,267
455479,1,838,81,757
455479,2,838,81,757
455488,1,605,185,420
455488,2,605,185,420
455512,1,6281,2379,3902
455512,2,6281,2379,3902
455558,1,257,118,139
455558,2,257,118,139
455628,1,729,215,514
455628,2,729,215,514
455664,1,3891,727,3164
455664,2,295,44,251
455664,4,3596,683,2913
455707,1,54,10,44
455707,2,54,10,44
455725,1,997,52,945
455725,2,997,52,945
455734,1,388,93,295
455734,2,388,93,295
455761,1,436,48,388
455761,2,436,48,388
455770,1,179,100,79
455770,2,179,100,79
455798,1,143,10,133
455798,2,143,10,133
455804,1,200,144,56
455804,4,200,144,56
455813,1,75,40,35
455813,4,75,40,35
455831,1,288,28,260
455831,2,288,28,260
455840,1,165,18,147
455840,2,165,18,147
455859,1,392,13,379
455859,2,392,13,379
455868,1,492,62,430
455868,2,492,62,430
455877,1,197,13,184
455877,2,197,13,184
455886,1,184,12,172
455886,2,184,12,172
455895,1,430,39,391
455895,2,430,39,391
455901,1,299,17,282
455901,2,299,17,282
455910,1,63,14,49
455910,2,63,14,49
455929,1,65,3,62
455929,2,65,3,62
455956,1,155,30,125
455956,2,155,30,125
455965,1,220,13,207
455965,2,220,13,207
455974,1,382,40,342
455974,2,382,40,342
455983,1,503,199,304
455983,2,503,199,304
455992,1,466,132,334
455992,4,466,132,334
456001,1,76,72,4
456001,2,76,72,4
456029,1,311,14,297
456029,2,311,14,297
456038,1,885,94,791
456038,2,885,94,791
456065,1,226,5,221
456065,2,226,5,221
456074,1,233,11,222
456074,2,233,11,222
456126,1,136,10,126
456126,2,136,10,126
456135,1,149,3,146
456135,2,149,3,146
456153,1,158,127,31
456153,2,158,127,31
456180,1,55,4,51
456180,2,55,4,51
456205,1,866,127,739
456205,2,866,127,739
456214,1,507,294,213
456214,2,507,294,213
456287,1,145,5,140
456287,2,145,5,140
456454,1,679,234,445
456454,2,679,234,445
456481,1,210,109,101
456481,2,97,57,40
456481,4,113,52,61
456490,1,261,185,76
456490,2,204,147,57
456490,4,57,38,19
456506,1,211,10,201
456506,2,211,10,201
456515,1,173,8,165
456515,2,173,8,165
456542,1,543,264,279
456542,4,543,264,279
456551,1,138,3,135
456551,2,138,3,135
456560,1,540,184,356
456560,2,540,184,356
456579,1,947,355,592
456579,2,947,355,592
456588,1,54,1,53
456588,2,54,1,53
456597,1,190,6,184
456597,2,190,6,184
456621,1,331,100,231
456621,2,307,90,217
456621,4,24,10,14
456825,1,227,7,220
456825,2,227,7,220
456922,1,510,117,393
456922,2,510,117,393
456931,1,652,334,318
456931,2,652,334,318
456959,1,549,126,423
456959,2,549,126,423
456968,1,1235,54,1181
456968,2,1235,54,1181
456977,1,161,102,59
456977,2,161,102,59
457031,1,73,0,73
457031,2,73,0,73
457077,1,567,44,523
457077,2,567,44,523
457086,1,269,52,217
457086,2,269,52,217
457101,1,410,125,285
457101,2,410,125,285
457110,1,655,113,542
457110,2,655,113,542
457129,1,1441,198,1243
457129,2,1441,198,1243
457174,1,348,40,308
457174,2,348,40,308
457192,1,102,71,31
457192,2,102,71,31
457208,1,265,187,78
457208,2,265,187,78
457226,1,82,44,38
457226,2,82,44,38
457244,1,49,36,13
457244,2,49,36,13
457253,1,117,6,111
457253,2,117,6,111
457271,1,72,25,47
457271,4,72,25,47
457299,1,350,61,289
457299,2,350,61,289
457314,1,161,35,126
457314,2,161,35,126
457323,1,557,43,514
457323,2,557,43,514
457332,1,25,5,20
457332,2,25,5,20
457341,1,228,9,219
457341,2,228,9,219
457350,1,54,0,54
457350,2,54,0,54
457378,1,296,132,164
457378,2,296,132,164
457387,1,437,234,203
457387,2,437,234,203
457396,1,181,44,137
457396,2,181,44,137
457402,1,87,63,24
457402,2,76,59,17
457402,4,11,4,7
457411,1,475,438,37
457411,2,475,438,37
457420,1,258,20,238
457420,2,258,20,238
457439,1,69,4,65
457439,2,69,4,65
457448,1,193,10,183
457448,2,193,10,183
457466,1,27,22,5
457466,2,27,22,5
457475,1,144,4,140
457475,2,144,4,140
457484,1,190,113,77
457484,2,153,89,64
457484,4,37,24,13
457493,1,37,3,34
457493,2,37,3,34
457527,1,360,44,316
457527,2,360,44,316
457536,1,754,121,633
457536,2,754,121,633
457545,1,157,6,151
457545,2,157,6,151
457554,1,34,1,33
457554,2,34,1,33
457563,1,332,12,320
457563,2,332,12,320
457572,1,180,12,168
457572,2,180,12,168
457581,1,316,12,304
457581,2,316,12,304
457606,1,112,21,91
457606,2,112,21,91
457615,1,49,3,46
457615,2,49,3,46
457624,1,36,10,26
457624,2,36,10,26
457633,1,248,6,242
457633,2,248,6,242
457642,1,90,2,88
457642,2,90,2,88
457651,1,130,31,99
457651,2,130,31,99
457679,1,35,2,33
457679,2,35,2,33
457688,1,409,223,186
457688,2,372,204,168
457688,4,37,19,18
457697,1,142,63,79
457697,2,130,55,75
457697,4,12,8,4
457703,1,54,20,34
457703,2,54,20,34
457721,1,39,1,38
457721,2,39,1,38
457749,1,155,12,143
457749,2,155,12,143
457767,1,451,264,187
457767,2,451,264,187
457776,1,226,27,199
457776,2,226,27,199
457785,1,190,7,183
457785,2,190,7,183
457794,1,166,10,156
457794,2,166,10,156
457800,1,1593,617,976
457800,2,1593,617,976
457819,1,877,402,475
457819,2,877,402,475
457837,1,261,8,253
457837,2,261,8,253
457846,1,108,16,92
457846,2,108,16,92
457855,1,92,6,86
457855,2,92,6,86
457873,1,292,181,111
457873,2,292,181,111
457916,1,123,1,122
457916,2,123,1,122
457925,1,18,5,13
457925,2,18,5,13
457943,1,97,12,85
457943,2,97,12,85
457952,1,229,5,224
457952,2,229,5,224
457989,1,56,2,54
457989,2,56,2,54
457998,1,91,19,72
457998,2,91,19,72
458007,1,100,1,99
458007,2,100,1,99
458016,1,223,145,78
458016,2,223,145,78
458034,1,92,18,74
458034,2,92,18,74
458043,1,180,7,173
458043,2,180,7,173
458052,1,58,1,57
458052,2,58,1,57
458061,1,84,9,75
458061,2,84,9,75
458070,1,493,43,450
458070,2,493,43,450
458098,1,182,5,177
458098,2,182,5,177
458104,1,158,3,155
458104,2,158,3,155
458113,1,36,12,24
458113,2,36,12,24
458122,1,47,0,47
458122,2,47,0,47
458131,1,165,11,154
458131,2,165,11,154
458140,1,46,45,1
458140,2,46,45,1
458168,1,116,11,105
458168,2,116,11,105
458210,1,5292,1128,4164
458210,2,3776,840,2936
458210,4,1516,288,1228
458229,1,2553,597,1956
458229,2,2553,597,1956
458265,1,861,318,543
458265,2,861,318,543
458274,1,320,17,303
458274,2,320,17,303
458380,1,286,41,245
458380,2,286,41,245
458405,1,888,327,561
458405,2,888,327,561
458423,1,143,22,121
458423,2,143,22,121
458441,1,887,157,730
458441,2,887,157,730
458496,1,431,189,242
458496,2,431,189,242
458681,1,548,114,434
458681,2,548,114,434
458803,1,184,5,179
458803,2,184,5,179
458812,1,157,5,152
458812,2,157,5,152
458821,1,102,6,96
458821,2,102,6,96
458830,1,228,6,222
458830,2,228,6,222
458849,1,104,8,96
458849,2,104,8,96
458858,1,315,11,304
458858,2,315,11,304
458867,1,377,20,357
458867,2,377,20,357
458885,1,576,121,455
458885,2,470,101,369
458885,4,106,20,86
458919,1,11984,2575,9409
458919,2,10311,2181,8130
458919,4,1673,394,1279
458955,1,791,158,633
458955,2,706,135,571
458955,4,85,23,62
458964,1,4201,821,3380
458964,2,3577,690,2887
458964,4,624,131,493
458973,1,3834,1040,2794
458973,2,3362,879,2483
458973,4,472,161,311
458982,1,846,420,426
458982,2,846,420,426
459000,1,142,6,136
459000,2,142,6,136
459019,1,148,10,138
459019,2,148,10,138
459046,1,120,7,113
459046,2,120,7,113
459055,1,133,4,129
459055,2,133,4,129
459064,1,164,9,155
459064,2,164,9,155
459116,1,187,17,170
459116,2,187,17,170
459125,1,17,0,17
459125,2,17,0,17
459161,1,65,16,49
459161,2,65,16,49
459170,1,456,28,428
459170,2,456,28,428
459189,1,211,2,209
459189,2,211,2,209
459198,1,444,63,381
459198,2,444,63,381
459204,1,5063,926,4137
459204,2,5063,926,4137
459213,1,2882,576,2306
459213,2,2882,576,2306
459231,1,280,6,274
459231,2,280,6,274
459259,1,825,155,670
459259,2,596,104,492
459259,4,229,51,178
459268,1,728,137,591
459268,2,573,106,467
459268,4,155,31,124
459277,1,615,35,580
459277,2,615,35,580
459286,1,307,63,244
459286,2,307,63,244
459295,1,123,8,115
459295,2,123,8,115
459301,1,178,4,174
459301,2,178,4,174
459310,1,87,18,69
459310,2,87,18,69
459329,1,494,305,189
459329,2,494,305,189
459347,1,84,2,82
459347,2,84,2,82
459374,1,217,4,213
459374,2,217,4,213
459392,1,222,4,218
459392,2,222,4,218
459408,1,59,4,55
459408,2,59,4,55
459417,1,132,104,28
459417,2,132,104,28
459426,1,191,5,186
459426,2,191,5,186
459462,1,690,620,70
459462,2,690,620,70
459499,1,44,2,42
459499,2,44,2,42
459514,1,264,46,218
459514,2,264,46,218
459523,1,36,7,29
459523,2,36,7,29
459532,1,113,2,111
459532,2,113,2,111
459541,1,34,3,31
459541,2,34,3,31
459550,1,181,5,176
459550,2,181,5,176
459578,1,157,34,123
459578,2,157,34,123
459727,1,2431,693,1738
459727,2,734,224,510
459727,4,1697,469,1228
459736,1,1568,614,954
459736,4,1568,614,954
459745,1,814,144,670
459745,4,814,144,670
459824,1,1778,720,1058
459824,2,116,10,106
459824,4,1662,710,952
459842,1,706,113,593
459842,2,686,105,581
459842,4,20,8,12
459851,1,816,94,722
459851,2,802,89,713
459851,4,14,5,9
459949,1,7961,3124,4837
459949,2,6850,2717,4133
459949,4,1111,407,704
459958,1,625,120,505
459958,2,625,120,505
459967,1,848,256,592
459967,2,848,256,592
459985,1,853,393,460
459985,2,853,393,460
459994,1,17268,5905,11363
459994,2,11641,3535,8106
459994,4,5627,2370,3257
460011,1,292,7,285
460011,2,292,7,285
460020,1,661,150,511
460020,2,661,150,511
460075,1,56,33,23
460075,4,56,33,23
460093,1,167,8,159
460093,2,167,8,159
460109,1,255,8,247
460109,2,255,8,247
460118,1,327,13,314
460118,2,327,13,314
460127,1,193,10,183
460127,2,193,10,183
460136,1,1567,201,1366
460136,2,1567,201,1366
460145,1,334,181,153
460145,2,334,181,153
460172,1,1099,1031,68
460172,2,1099,1031,68
460181,1,1127,128,999
460181,2,1127,128,999
460190,1,729,69,660
460190,2,729,69,660
460206,1,1146,203,943
460206,2,1146,203,943
460349,1,2307,701,1606
460349,2,1454,425,1029
460349,4,853,276,577
460376,1,361,194,167
460376,2,67,45,22
460376,4,294,149,145
460385,1,71,10,61
460385,2,71,10,61
460394,1,15952,6608,9344
460394,2,15952,6608,9344
460446,1,247,9,238
460446,2,247,9,238
460455,1,143,35,108
460455,2,143,35,108
460464,1,15935,7226,8709
460464,2,15935,7226,8709
460482,1,392,36,356
460482,2,392,36,356
460516,1,197,9,188
460516,2,197,9,188
460525,1,147,15,132
460525,2,147,15,132
460534,1,454,19,435
460534,2,454,19,435
460543,1,1828,1750,78
460543,2,1828,1750,78
460552,1,75,26,49
460552,2,75,26,49
460570,1,210,23,187
460570,2,210,23,187
460598,1,270,55,215
460598,2,270,55,215
460677,1,561,170,391
460677,2,561,170,391
460701,1,269,59,210
460701,2,269,59,210
460738,1,3781,398,3383
460738,2,2120,240,1880
460738,4,1661,158,1503
460756,1,652,64,588
460756,2,652,64,588
460765,1,65,3,62
460765,2,65,3,62
460783,1,576,49,527
460783,2,576,49,527
460808,1,23,1,22
460808,2,23,1,22
460817,1,790,321,469
460817,2,790,321,469
460826,1,855,292,563
460826,2,855,292,563
460835,1,1556,287,1269
460835,2,1556,287,1269
460862,1,323,23,300
460862,2,323,23,300
460871,1,661,85,576
460871,2,661,85,576
460899,1,292,117,175
460899,2,292,117,175
460914,1,503,8,495
460914,2,503,8,495
460932,1,121,2,119
460932,2,121,2,119
460969,1,380,53,327
460969,2,380,53,327
460978,1,386,9,377
460978,2,386,9,377
460987,1,169,5,164
460987,2,169,5,164
460996,1,187,5,182
460996,2,187,5,182
461005,1,352,55,297
461005,2,352,55,297
461014,1,2065,189,1876
461014,2,2065,189,1876
461023,1,1155,129,1026
461023,2,1019,108,911
461023,4,136,21,115
461032,1,205,106,99
461032,2,205,106,99
461111,1,62,54,8
461111,2,62,54,8
461120,1,90,49,41
461120,4,90,49,41
461139,1,79,25,54
461139,4,79,25,54
461148,1,2363,1266,1097
461148,2,1826,979,847
461148,4,537,287,250
461157,1,69,58,11
461157,2,69,58,11
461175,1,454,41,413
461175,2,454,41,413
461193,1,311,12,299
461193,2,311,12,299
461218,1,507,57,450
461218,2,507,57,450
461245,1,205,56,149
461245,2,205,56,149
461254,1,59,11,48
461254,2,59,11,48
461263,1,108,10,98
461263,2,108,10,98
461272,1,72,0,72
461272,2,72,0,72
461281,1,576,11,565
461281,2,565,8,557
461281,4,11,3,8
461290,1,83,4,79
461290,2,83,4,79
461306,1,237,96,141
461306,2,237,96,141
461315,1,109,31,78
461315,2,109,31,78
461324,1,935,273,662
461324,2,935,273,662
461333,1,28,23,5
461333,2,28,23,5
461342,1,140,0,140
461342,2,140,0,140
461351,1,1433,351,1082
461351,2,1433,351,1082
461379,1,72,10,62
461379,2,72,10,62
461388,1,87,18,69
461388,2,87,18,69
461412,1,186,50,136
461412,2,186,50,136
461421,1,332,16,316
461421,2,332,16,316
461430,1,1026,956,70
461430,2,1026,956,70
461485,1,109,84,25
461485,4,109,84,25
461494,1,291,37,254
461494,2,291,37,254
461500,1,34,6,28
461500,2,34,6,28
461528,1,191,116,75
461528,2,149,88,61
461528,4,42,28,14
461537,1,25,2,23
461537,2,25,2,23
461555,1,168,5,163
461555,2,168,5,163
461573,1,158,151,7
461573,2,158,151,7
461582,1,206,1,205
461582,2,206,1,205
461591,1,192,15,177
461591,2,192,15,177
461607,1,172,30,142
461607,2,172,30,142
461625,1,65,62,3
461625,2,65,62,3
461643,1,71,7,64
461643,2,27,3,24
461643,4,44,4,40
461652,1,79,6,73
461652,2,79,6,73
461689,1,487,37,450
461689,2,487,37,450
461704,1,237,38,199
461704,2,237,38,199
461713,1,61,1,60
461713,2,61,1,60
461722,1,64,0,64
461722,2,64,0,64
461740,1,26,24,2
461740,2,26,24,2
461759,1,236,120,116
461759,2,236,120,116
461768,1,318,11,307
461768,2,318,11,307
461786,1,37,1,36
461786,2,37,1,36
461795,1,818,503,315
461795,2,346,221,125
461795,4,472,282,190
461810,1,70,8,62
461810,2,70,8,62
461829,1,337,65,272
461829,2,337,65,272
461838,1,264,2,262
461838,2,264,2,262
461847,1,151,151,0
461847,2,151,151,0
461856,1,611,235,376
461856,2,611,235,376
461865,1,209,18,191
461865,2,209,18,191
461874,1,127,9,118
461874,2,127,9,118
461883,1,256,114,142
461883,2,119,54,65
461883,4,137,60,77
461892,1,283,17,266
461892,2,283,17,266
461908,1,139,6,133
461908,2,139,6,133
461917,1,235,6,229
461917,2,235,6,229
461926,1,191,3,188
461926,2,191,3,188
461944,1,89,7,82
461944,2,89,7,82
461953,1,166,4,162
461953,2,166,4,162
461962,1,648,269,379
461962,2,648,269,379
461999,1,122,7,115
461999,2,122,7,115
462008,1,409,41,368
462008,2,409,41,368
462017,1,153,27,126
462017,2,153,27,126
462035,1,481,157,324
462035,2,481,157,324
462044,1,92,20,72
462044,4,92,20,72
462053,1,203,17,186
462053,2,203,17,186
462062,1,139,0,139
462062,2,139,0,139
462071,1,239,53,186
462071,2,239,53,186
462336,1,97,2,95
462336,2,97,2,95
462345,1,108,2,106
462345,2,108,2,106
462354,1,378,216,162
462354,2,345,192,153
462354,4,33,24,9
463056,1,1640,797,843
463056,2,1640,797,843
464226,1,785,453,332
464226,2,700,409,291
464226,4,85,44,41
465812,1,16147,3884,12263
465812,2,15745,3745,12000
465812,4,402,139,263
466152,1,128,36,92
466152,2,128,36,92
466161,1,146,31,115
466161,2,146,31,115
466189,1,158,57,101
466189,2,158,57,101
466921,1,761,76,685
466921,2,761,76,685
466930,1,1238,176,1062
466930,2,1238,176,1062
467094,1,460,13,447
467094,2,460,13,447
467863,1,338,49,289
467863,2,338,49,289
467872,1,300,6,294
467872,2,300,6,294
467906,1,234,6,228
467906,2,234,6,228
468024,1,203,38,165
468024,2,145,26,119
468024,4,58,12,46
468246,1,364,26,338
468246,2,364,26,338
468255,1,93,4,89
468255,2,93,4,89
468705,1,73,10,63
468705,2,73,10,63
468769,1,197,183,14
468769,2,197,183,14
468848,1,750,342,408
468848,2,750,342,408
468893,1,209,13,196
468893,2,209,13,196
468909,1,965,369,596
468909,2,965,369,596
468963,1,694,671,23
468963,2,694,671,23
469416,1,441,150,291
469416,2,441,150,291
469610,1,173,27,146
469610,2,173,27,146
469629,1,238,224,14
469629,2,238,224,14
469638,1,574,234,340
469638,2,574,234,340
469911,1,388,21,367
469911,2,388,21,367
469920,1,382,22,360
469920,2,382,22,360
469957,1,307,19,288
469957,2,307,19,288
470038,1,1236,442,794
470038,2,1236,442,794
470047,1,72,10,62
470047,2,72,10,62
470296,1,27,6,21
470296,2,27,6,21
470393,1,145,19,126
470393,2,145,19,126
474863,1,3474,810,2664
474863,2,2920,672,2248
474863,4,554,138,416
474890,1,710,269,441
474890,2,710,269,441
474906,1,100,21,79
474906,2,100,21,79
474915,1,525,23,502
474915,2,525,23,502
474924,1,255,2,253
474924,2,255,2,253
475015,1,219,6,213
475015,2,219,6,213
475024,1,454,173,281
475024,2,454,173,281
475033,1,4379,1122,3257
475033,2,338,69,269
475033,4,4041,1053,2988
475060,1,542,68,474
475060,2,542,68,474
475097,1,150,82,68
475097,2,150,82,68
475121,1,11069,2104,8965
475121,2,6036,1244,4792
475121,4,5033,860,4173
475130,1,121,4,117
475130,2,121,4,117
475200,1,366,97,269
475200,2,366,97,269
475228,1,88,35,53
475228,4,88,35,53
475237,1,158,158,0
475237,2,56,56,0
475237,4,102,102,0
475273,1,1338,287,1051
475273,2,1003,213,790
475273,4,335,74,261
475282,1,213,64,149
475282,2,213,64,149
475325,1,522,61,461
475325,2,522,61,461
475398,1,280,162,118
475398,2,131,74,57
475398,4,149,88,61
475404,1,186,2,184
475404,2,186,2,184
475413,1,76,7,69
475413,2,76,7,69
475422,1,144,14,130
475422,2,144,14,130
475431,1,226,30,196
475431,2,226,30,196
475459,1,946,408,538
475459,2,946,408,538
475468,1,202,5,197
475468,2,202,5,197
475477,1,395,93,302
475477,2,395,93,302
475486,1,463,33,430
475486,2,463,33,430
475495,1,955,377,578
475495,4,955,377,578
475510,1,87,11,76
475510,4,87,11,76
475538,1,43,1,42
475538,2,43,1,42
475547,1,196,44,152
475547,2,196,44,152
475556,1,245,13,232
475556,2,245,13,232
475565,1,1010,467,543
475565,2,1010,467,543
475574,1,116,54,62
475574,2,116,54,62
475608,1,272,176,96
475608,2,201,132,69
475608,4,71,44,27
475635,1,23,10,13
475635,2,23,10,13
475653,1,50,5,45
475653,2,50,5,45
475662,1,191,7,184
475662,2,191,7,184
475705,1,37,11,26
475705,2,37,11,26
475714,1,635,443,192
475714,2,635,443,192
475723,1,496,248,248
475723,2,496,248,248
475732,1,1488,147,1341
475732,2,1488,147,1341
475741,1,335,29,306
475741,2,335,29,306
475750,1,125,25,100
475750,2,125,25,100
475839,1,316,106,210
475839,2,316,106,210
476063,1,372,353,19
476063,2,372,353,19
476179,1,217,11,206
476179,2,217,11,206
476230,1,84,5,79
476230,2,84,5,79
476294,1,194,33,161
476294,2,194,33,161
476355,1,146,71,75
476355,2,146,71,75
476489,1,233,182,51
476489,2,233,182,51
476498,1,252,199,53
476498,2,252,199,53
476513,1,97,5,92
476513,2,97,5,92
476540,1,264,16,248
476540,2,264,16,248
476559,1,209,20,189
476559,2,209,20,189
476568,1,22,16,6
476568,2,22,16,6
476586,1,202,4,198
476586,2,202,4,198
476595,1,121,11,110
476595,2,121,11,110
476601,1,80,80,0
476601,2,80,80,0
476610,1,91,70,21
476610,2,91,70,21
476629,1,163,5,158
476629,2,163,5,158
476674,1,51,4,47
476674,2,51,4,47
476683,1,514,42,472
476683,2,514,42,472
476692,1,28,28,0
476692,2,28,28,0
476708,1,235,192,43
476708,2,235,192,43
476717,1,660,660,0
476717,2,660,660,0
476726,1,1037,181,856
476726,2,1037,181,856
476735,1,63,30,33
476735,2,63,30,33
476753,1,233,9,224
476753,2,233,9,224
476771,1,27,19,8
476771,2,27,19,8
476780,1,286,33,253
476780,2,286,33,253
476799,1,521,118,403
476799,2,521,118,403
476805,1,55,1,54
476805,2,55,1,54
476814,1,522,428,94
476814,2,522,428,94
476823,1,118,10,108
476823,2,118,10,108
476841,1,277,19,258
476841,2,277,19,258
476850,1,112,85,27
476850,2,112,85,27
476869,1,177,4,173
476869,2,177,4,173
476878,1,161,6,155
476878,2,161,6,155
476887,1,509,13,496
476887,2,509,13,496
476896,1,114,7,107
476896,2,114,7,107
476902,1,94,6,88
476902,2,94,6,88
476939,1,783,107,676
476939,2,783,107,676
476948,1,1100,875,225
476948,2,1100,875,225
476957,1,23,0,23
476957,2,23,0,23
476966,1,684,625,59
476966,2,684,625,59
476975,1,19374,7993,11381
476975,2,12757,5573,7184
