,UNITID,Grand Total,Grand Total Men ,Grand Total Women 
3407,229841,1003,435,568
3408,229887,189,54,135
3409,229957,14,1,13
3410,230010,780,386,394
3411,230038,7958,4061,3897
3412,230047,692,264,428
3413,230056,11,0,11
3414,230065,128,1,127
3415,230144,11,0,11
3416,230162,1459,551,908
3417,230171,1947,726,1221
3418,230199,29,2,27
3419,230205,21,2,19
3420,230214,113,26,87
3421,230366,60,7,53
3422,230418,491,240,251
3423,230490,946,370,576
3424,230597,1142,435,707
3425,230603,2610,1098,1512
3426,230621,44,11,33
3427,230630,31,15,16
3428,230676,519,319,200
3429,230728,6406,2781,3625
3430,230737,5894,3073,2821
3431,230746,3973,1881,2092
3432,230764,7926,4093,3833
3433,230782,5129,2068,3061
3434,230807,751,288,463
3435,230816,185,65,120
3436,230834,400,173,227
3437,230852,1493,793,700
3438,230861,491,134,357
3439,230889,167,47,120
3440,230913,484,195,289
3441,230940,27,14,13
3442,230959,854,351,503
3443,230977,61,30,31
3444,230995,1213,901,312
3445,231004,46,2,44
3446,231059,496,201,295
3447,231068,114,38,76
3448,231095,30,14,16
3449,231147,206,86,120
3450,231165,605,234,371
3451,231174,3479,1464,2015
3452,231280,35,3,32
3453,231411,285,263,22
3454,231420,170,88,82
3455,231536,714,297,417
3456,231554,380,144,236
3457,231581,393,175,218
3458,231624,2708,1223,1485
3459,231651,2191,790,1401
3460,231688,19,2,17
3461,231697,827,384,443
3462,231712,1160,474,686
3463,231721,5,1,4
3464,231785,363,54,309
3465,231837,414,77,337
3466,231873,200,70,130
3467,231882,606,276,330
3468,231970,488,192,296
3469,232016,80,17,63
3470,232025,234,100,134
3471,232043,479,137,342
3472,232052,113,42,71
3473,232089,209,107,102
3474,232186,9479,4001,5478
3475,232195,1126,394,732
3476,232256,206,206,0
3477,232265,882,257,625
3478,232308,224,17,207
3479,232414,1254,479,775
3480,232423,5214,1965,3249
3481,232450,1198,525,673
3482,232557,19834,7964,11870
3483,232566,1105,313,792
3484,232575,1430,474,956
3485,232609,871,332,539
3486,232618,150,12,138
3487,232672,430,48,382
3488,232681,1203,415,788
3489,232706,939,260,679
3490,232724,11,3,8
3491,232788,536,179,357
3492,232797,411,57,354
3493,232867,560,286,274
3494,232885,185,17,168
3495,232919,405,376,29
3496,232937,802,242,560
3497,232946,6747,3239,3508
3498,232982,5229,2100,3129
3499,233019,569,218,351
3500,233037,221,62,159
3501,233082,74,5,69
3502,233116,911,342,569
3503,233277,2208,848,1360
3504,233286,60,14,46
3505,233295,332,151,181
3506,233301,126,32,94
3507,233310,638,220,418
3508,233329,111,17,94
3509,233338,245,84,161
3510,233356,148,14,134
3511,233374,1124,495,629
3512,233408,167,16,151
3513,233426,439,181,258
3514,233480,13,2,11
3515,233541,1109,387,722
3516,233602,19,14,5
3517,233611,149,68,81
3518,233639,929,360,569
3519,233648,401,140,261
3520,233666,14,1,13
3521,233684,1573,659,914
3522,233718,26,0,26
3523,233754,1190,481,709
3524,233772,3672,1567,2105
3525,233842,33,11,22
3526,233897,258,130,128
3527,233903,396,156,240
3528,233921,8872,4962,3910
3529,233949,1061,472,589
3530,234030,7281,2830,4451
3531,234076,7229,3451,3778
3532,234085,351,308,43
3533,234119,10,3,7
3534,234137,60,40,20
3535,234155,819,342,477
3536,234164,257,111,146
3537,234173,278,86,192
3538,234207,544,288,256
3539,234377,476,176,300
3540,234669,2654,1057,1597
3541,234696,747,413,334
3542,234711,663,260,403
3543,234827,2741,1181,1560
3544,234845,811,376,435
3545,234915,673,283,390
3546,234924,153,31,122
3547,234933,2079,795,1284
3548,234951,1326,653,673
3549,234979,1353,498,855
3550,235024,145,50,95
3551,235088,250,242,8
3552,235097,2837,1165,1672
3553,235103,1909,985,924
3554,235149,1668,674,994
3555,235158,98,14,84
3556,235167,998,389,609
3557,235237,1303,493,810
3558,235307,93,2,91
3559,235316,2200,944,1256
3560,235334,561,306,255
3561,235343,2202,1166,1036
3562,235352,19,3,16
3563,235422,344,99,245
3564,235431,1442,513,929
3565,235501,481,217,264
3566,235547,384,59,325
3567,235583,81,3,78
3568,235671,777,470,307
3569,235699,888,324,564
3570,235750,649,181,468
3571,236018,67,11,56
3572,236072,1165,562,603
3573,236133,416,133,283
3574,236188,1893,895,998
3575,236212,444,345,99
3576,236230,847,294,553
3577,236258,763,362,401
3578,236328,662,241,421
3579,236382,833,377,456
3580,236452,490,266,224
3581,236504,698,373,325
3582,236513,1356,556,800
3583,236577,1153,319,834
3584,236595,2325,854,1471
3585,236610,1502,664,838
3586,236638,1013,338,675
3587,236656,1150,458,692
3588,236692,1410,694,716
3589,236708,1198,472,726
3590,236744,29,1,28
3591,236753,1588,543,1045
3592,236887,1109,570,539
3593,236896,449,182,267
3594,236939,7312,3333,3979
3595,236948,13533,6189,7344
3596,236975,931,327,604
3597,237011,3834,1590,2244
3598,237039,1144,457,687
3599,237057,337,131,206
3600,237066,704,249,455
3601,237109,1281,347,934
3602,237118,197,87,110
3603,237127,27,0,27
3604,237136,70,45,25
3605,237145,18,2,16
3606,237172,36,33,3
3607,237181,125,73,52
3608,237215,270,95,175
3609,237242,48,29,19
3610,237303,56,13,43
3611,237312,737,460,277
3612,237321,26,3,23
3613,237330,475,142,333
3614,237358,152,43,109
3615,237367,802,279,523
3616,237385,283,145,138
3617,237437,105,19,86
3618,237473,123,79,44
3619,237491,26,5,21
3620,237525,2953,1172,1781
3621,237543,51,18,33
3622,237552,31,7,24
3623,237561,51,16,35
3624,237570,57,4,53
3625,237598,11,2,9
3626,237640,92,43,49
3627,237686,549,199,350
3628,237701,228,96,132
3629,237729,120,34,86
3630,237783,431,195,236
3631,237792,701,283,418
3632,237817,258,78,180
3633,237844,108,78,30
3634,237880,207,107,100
3635,237899,381,182,199
3636,237905,35,5,30
3637,237932,529,180,349
3638,237950,158,97,61
3639,237969,285,114,171
3640,237987,54,9,45
3641,237996,267,43,224
3642,238005,55,3,52
3643,238014,293,81,212
3644,238032,6342,3161,3181
3645,238078,287,115,172
3646,238096,20,0,20
3647,238175,81,0,81
3648,238193,490,18,472
3649,238263,3932,1605,2327
3650,238324,154,28,126
3651,238333,322,150,172
3652,238397,685,227,458
3653,238430,623,205,418
3654,238458,884,283,601
3655,238476,656,278,378
3656,238573,64,11,53
3657,238616,1467,481,986
3658,238661,615,163,452
3659,238722,3097,1625,1472
3660,238759,2321,820,1501
3661,238810,34,3,31
3662,238980,597,237,360
3663,239008,889,358,531
3664,239017,356,152,204
3665,239071,206,94,112
3666,239080,545,134,411
3667,239105,2851,1194,1657
3668,239169,327,183,144
3669,239220,734,287,447
3670,239248,3332,1370,1962
3671,239309,128,45,83
3672,239318,646,436,210
3673,239372,1294,471,823
3674,239390,396,14,382
3675,239424,15,15,0
3676,239442,473,146,327
3677,239460,1751,677,1074
3678,239488,3266,1047,2219
3679,239512,110,49,61
3680,239628,157,81,76
3681,239637,24,15,9
3682,239716,550,232,318
3683,239743,106,27,79
3684,239877,37,3,34
3685,239910,741,269,472
3686,240107,830,198,632
3687,240116,2230,1046,1184
3688,240125,1799,785,1014
3689,240170,1491,648,843
3690,240189,2969,1378,1591
3691,240198,1506,537,969
3692,240213,28,4,24
3693,240268,2380,917,1463
3694,240277,1493,499,994
3695,240329,2399,972,1427
3696,240338,279,113,166
3697,240365,2803,1100,1703
3698,240374,769,371,398
3699,240392,732,148,584
3700,240417,1997,960,1037
3701,240426,545,205,340
3702,240444,11179,5482,5697
3703,240453,5092,2365,2727
3704,240462,1882,1169,713
3705,240471,1363,524,839
3706,240480,2042,913,1129
3707,240505,638,257,381
3708,240514,282,104,178
3709,240596,202,98,104
3710,240620,686,252,434
3711,240657,316,140,176
3712,240666,672,290,382
3713,240693,390,137,253
3714,240709,27,3,24
3715,240718,36,31,5
3716,240727,2922,1320,1602
3717,240736,183,35,148
3718,240745,291,119,172
3719,240754,633,230,403
3720,240790,260,103,157
3721,240879,140,50,90
3722,240985,63,20,43
3723,241100,75,30,45
3724,241128,126,51,75
3725,241146,203,46,157
3726,241182,168,46,122
3727,241191,262,89,173
3728,241216,293,196,97
3729,241225,255,79,176
3730,241304,423,136,287
3731,241331,353,58,295
3732,241377,231,72,159
3733,241386,81,13,68
3734,241395,162,53,109
3735,241410,1161,415,746
3736,241517,178,30,148
3737,241614,26,14,12
3738,241720,285,96,189
3739,241739,2463,816,1647
3740,241766,75,53,22
3741,241793,69,29,40
3742,241836,278,105,173
3743,241906,203,43,160
3744,241951,51,12,39
3745,242042,162,86,76
3746,242112,335,160,175
3747,242121,127,51,76
3748,242130,173,70,103
3749,242149,241,79,162
3750,242413,39,34,5
3751,242422,4966,2128,2838
3752,242556,134,78,56
3753,242565,121,70,51
3754,242583,115,71,44
3755,242617,806,339,467
3756,242626,680,255,425
3757,242635,622,196,426
3758,242644,387,128,259
3759,242653,1415,514,901
3760,242662,795,276,519
3761,242680,268,104,164
3762,242699,283,88,195
3763,242705,585,295,290
3764,242723,187,72,115
3765,242750,33,9,24
3766,242820,434,332,102
3767,242945,275,79,196
3768,242954,121,31,90
3769,242972,3290,855,2435
3770,243081,237,93,144
3771,243106,463,235,228
3772,243115,668,225,443
3773,243133,501,216,285
3774,243142,590,217,373
3775,243151,552,196,356
3776,243179,586,196,390
3777,243188,157,67,90
3778,243197,1774,877,897
3779,243203,813,253,560
3780,243212,458,170,288
3781,243221,2521,1002,1519
3782,243346,1994,742,1252
3783,243443,1007,361,646
3784,243498,46,24,22
3785,243568,114,47,67
3786,243577,564,403,161
3787,243586,252,92,160
3788,243601,3205,1155,2050
3789,243638,440,181,259
3790,243647,105,44,61
3791,243665,263,79,184
3792,243744,4891,2690,2201
3793,243780,10385,5768,4617
3794,243799,38,7,31
3795,243823,443,202,241
3796,243832,635,208,427
3797,243841,273,72,201
3798,244233,120,32,88
3799,244279,131,5,126
3800,244437,2236,711,1525
3801,244446,558,235,323
3802,244613,85,85,0
3803,245069,12,4,8
3804,245281,27,20,7
3805,245421,22,0,22
3806,245430,35,1,34
3807,245625,229,85,144
3808,245652,109,61,48
3809,245777,5,5,0
3810,245838,297,97,200
3811,245847,158,36,122
3812,245865,315,61,254
3813,245883,211,39,172
3814,245892,89,26,63
3815,245953,548,204,344
3816,245962,160,29,131
3817,245980,14,1,13
3818,245999,900,379,521
3819,246017,665,414,251
3820,246035,172,22,150
3821,246071,57,3,54
3822,246345,23,12,11
3823,246354,1357,498,859
3824,246406,12,2,10
3825,246415,23,3,20
3826,246789,10,6,4
3827,246813,1511,672,839
3828,246895,622,224,398
3829,247010,17,0,17
3830,247047,64,1,63
3831,247065,196,13,183
3832,247153,232,55,177
3833,247162,17,10,7
3834,247409,82,7,75
3835,247603,409,183,226
3836,247649,105,73,32
3837,247773,5,5,0
3838,247825,5,4,1
3839,247834,3528,1461,2067
3840,247940,810,317,493
3841,248192,18,0,18
3842,248305,36,2,34
3843,248527,25,0,25
3844,248606,544,261,283
3845,248624,53,2,51
3846,248633,37,4,33
3847,248660,79,13,66
3848,248703,116,5,111
3849,248925,639,279,360
3850,248934,4214,1618,2596
3851,249140,126,6,120
3852,249238,201,12,189
3853,249566,266,250,16
3854,249609,118,83,35
3855,250027,143,36,107
3856,250285,77,74,3
3857,250744,281,23,258
3858,250902,64,2,62
3859,250993,190,68,122
3860,251260,1428,680,748
3861,251312,285,78,207
3862,260336,19,0,19
3863,260363,14,2,12
3864,260372,38,5,33
3865,260664,121,104,17
3866,260691,654,140,514
3867,260789,374,83,291
3868,260813,66,6,60
3869,260929,108,3,105
3870,260965,35,1,34
3871,260992,262,22,240
3872,261436,673,16,657
3873,261676,60,4,56
3874,261685,66,5,61
3875,261719,89,6,83
3876,261773,28,5,23
3877,261861,55,2,53
3878,262022,41,20,21
3879,262031,866,370,496
3880,262086,2299,780,1519
3881,262129,229,87,142
3882,262165,19,11,8
3883,262341,353,314,39
3884,262369,61,1,60
3885,262402,144,139,5
3886,262466,48,16,32
3887,362700,249,19,230
3888,362782,171,8,163
3889,363013,53,2,51
3890,363077,89,22,67
3891,363147,108,0,108
3892,363165,607,295,312
3893,363439,55,12,43
3894,363633,127,55,72
3895,363679,163,9,154
3896,363712,4,4,0
3897,363721,65,24,41
3898,363882,38,0,38
3899,363907,130,50,80
3900,363916,54,12,42
3901,363934,130,112,18
3902,364016,1125,544,581
3903,364025,1593,785,808
3904,364548,212,122,90
3905,364575,26,1,25
3906,364627,180,54,126
3907,364636,74,20,54
3908,364751,116,3,113
3909,364760,38,5,33
3910,364946,171,57,114
3911,364964,43,3,40
3912,365091,79,5,74
3913,365125,137,3,134
3914,365198,435,241,194
3915,365204,2045,593,1452
3916,365213,235,90,145
3917,365240,48,42,6
3918,365374,556,278,278
3919,365383,81,4,77
3920,365480,383,231,152
3921,365505,20,2,18
3922,365693,100,4,96
3923,365763,23,8,15
3924,365824,131,4,127
3925,365833,147,8,139
3926,366003,31,15,16
3927,366155,4,2,2
3928,366191,504,486,18
3929,366252,1478,934,544
3930,366261,126,57,69
3931,366270,129,6,123
3932,366289,180,99,81
3933,366340,28,7,21
3934,366368,70,27,43
3935,366395,3598,1638,1960
3936,366401,814,345,469
3937,366438,31,1,30
3938,366465,1036,367,669
3939,366535,139,33,106
3940,366553,462,67,395
3941,366571,11,0,11
3942,366605,13,3,10
3943,366623,132,58,74
3944,366632,15,1,14
3945,366711,4007,1333,2674
3946,367051,45,2,43
3947,367088,48,3,45
3948,367103,25,18,7
3949,367112,143,18,125
3950,367158,73,1,72
3951,367334,217,205,12
3952,367361,7,1,6
3953,367431,18,1,17
3954,367459,949,321,628
3955,367875,195,27,168
3956,367884,377,146,231
3957,367954,878,279,599
3958,367972,114,4,110
3959,367981,34,0,34
3960,368036,19,1,18
3961,368230,67,6,61
3962,368364,102,67,35
3963,368407,27,3,24
3964,368443,242,55,187
3965,368452,43,16,27
3966,368540,19,0,19
3967,368629,386,72,314
3968,368647,19,0,19
3969,368771,120,40,80
3970,368780,108,25,83
3971,368832,31,7,24
3972,368911,617,249,368
3973,369002,50,22,28
3974,369109,49,9,40
3975,369400,1092,1051,41
3976,369419,774,417,357
3977,369446,37,1,36
3978,369455,74,26,48
3979,369516,121,37,84
3980,369659,63,13,50
3981,369668,170,95,75
3982,369686,136,3,133
3983,369695,107,10,97
3984,369783,397,24,373
3985,369950,213,196,17
3986,371034,10,7,3
3987,371052,189,36,153
3988,371690,520,76,444
3989,371830,31,27,4
3990,371928,93,38,55
3991,371964,300,154,146
3992,372028,100,13,87
3993,372073,103,28,75
3994,372082,72,18,54
3995,372240,10,0,10
3996,372329,390,21,369
3997,372356,20,1,19
3998,372462,75,9,66
3999,372718,190,34,156
4000,372921,350,121,229
4001,372958,73,16,57
4002,373085,44,0,44
4003,373216,54,1,53
4004,373456,6,0,6
4005,373526,142,113,29
4006,373678,137,54,83
4007,373696,88,30,58
4008,373711,65,5,60
4009,373784,427,288,139
4010,374024,109,19,90
4011,374316,28,21,7
4012,374343,26,2,24
4013,374574,302,65,237
4014,374592,47,9,38
4015,374990,24,2,22
4016,375106,140,128,12
4017,375230,17,17,0
4018,375373,291,81,210
4019,375407,130,31,99
4020,375416,318,92,226
4021,375540,102,1,101
4022,375568,74,5,69
4023,375656,36,18,18
4024,375683,404,220,184
4025,375726,1065,614,451
4026,375939,66,15,51
4027,375966,67,8,59
4028,375984,117,14,103
4029,376224,126,26,100
4030,376242,19,17,2
4031,376288,37,4,33
4032,376321,584,140,444
4033,376330,115,16,99
4034,376385,236,82,154
4035,376446,55,1,54
4036,376631,12,4,8
4037,376677,73,21,52
4038,376695,182,96,86
4039,377111,274,82,192
4040,377193,20,0,20
4041,377218,175,173,2
4042,377272,6,0,6
4043,377281,28,2,26
4044,377315,55,2,53
4045,377342,241,45,196
4046,377449,103,16,87
4047,377458,134,5,129
4048,377485,12,0,12
4049,377546,14,2,12
4050,377555,2031,957,1074
4051,377564,1863,859,1004
4052,377643,45,3,42
4053,377652,75,6,69
4054,377661,305,59,246
4055,377670,26,3,23
4056,377722,295,36,259
4057,377759,42,42,0
4058,378105,204,17,187
4059,378576,548,142,406
4060,378886,69,22,47
4061,378956,278,265,13
4062,379621,33,5,28
4063,379746,148,7,141
4064,379782,173,20,153
4065,380067,32,1,31
4066,380359,105,30,75
4067,380368,224,96,128
4068,380377,125,33,92
4069,380438,128,28,100
4070,380456,53,5,48
4071,380465,102,44,58
4072,381255,66,51,15
4073,381282,81,34,47
4074,381325,99,28,71
4075,381352,25,3,22
4076,381361,33,9,24
4077,381370,220,1,219
4078,381404,180,8,172
4079,381459,50,32,18
4080,381486,5,0,5
4081,381699,26,0,26
4082,381732,81,16,65
4083,382258,128,40,88
4084,382267,61,10,51
4085,382416,65,7,58
4086,382461,25,0,25
4087,382780,73,0,73
4088,382902,54,0,54
4089,382911,14,10,4
4090,382957,202,90,112
4091,383020,17,0,17
4092,383084,541,145,396
4093,383163,321,9,312
4094,383190,470,212,258
4095,383279,84,20,64
4096,383297,110,3,107
4097,383312,81,25,56
4098,383330,66,18,48
4099,383367,196,45,151
4100,383464,48,7,41
4101,383525,110,7,103
4102,383765,79,2,77
4103,383792,44,1,43
4104,383950,104,7,97
4105,383996,78,28,50
4106,384236,262,115,147
4107,384245,489,175,314
4108,384254,84,43,41
4109,384306,23,5,18
4110,384333,1087,419,668
4111,384342,1054,422,632
4112,384412,98,59,39
4113,384421,3,3,0
4114,385132,84,4,80
4115,385415,215,108,107
4116,385503,112,8,104
4117,385549,13,2,11
4118,385619,493,249,244
4119,386153,251,0,251
4120,386472,231,37,194
4121,387925,52,10,42
4122,388520,68,34,34
4123,388663,71,1,70
4124,389860,162,84,78
4125,390905,201,101,100
4126,391005,43,1,42
4127,391546,129,1,128
4128,391759,10,0,10
4129,392257,741,68,673
4130,392354,10,4,6
4131,392415,211,46,165
4132,392840,45,19,26
4133,393524,88,11,77
4134,393649,561,201,360
4135,393861,712,137,575
4136,395362,178,43,135
4137,395690,333,165,168
4138,397942,624,251,373
4139,399212,2667,1664,1003
4140,399869,410,390,20
4141,399911,126,41,85
4142,400080,918,593,325
4143,400187,605,91,514
4144,400558,66,30,36
4145,401223,82,30,52
4146,401250,30,11,19
4147,401481,16,1,15
4148,401764,130,6,124
4149,402563,114,4,110
4150,402776,10,5,5
4151,402800,97,1,96
4152,403469,181,57,124
4153,403478,177,88,89
4154,403487,233,121,112
4155,404037,31,3,28
4156,404055,183,24,159
4157,404222,43,15,28
4158,404338,26,13,13
4159,404426,509,190,319
4160,404684,183,53,130
4161,404718,52,0,52
4162,404806,109,33,76
4163,404912,599,82,517
4164,404994,1116,416,700
4165,405012,32,0,32
4166,405076,293,96,197
4167,405854,68,68,0
4168,405872,507,183,324
4169,405997,67,24,43
4170,406024,511,63,448
4171,406033,733,97,636
4172,406149,74,21,53
4173,406325,123,9,114
4174,406361,14,1,13
4175,406413,33,7,26
4176,406422,66,3,63
4177,406486,50,7,43
4178,406547,67,13,54
4179,407009,1138,454,684
4180,407090,212,3,209
4181,407142,47,2,45
4182,407151,42,2,40
4183,407179,41,3,38
4184,407355,132,4,128
4185,407391,68,9,59
4186,407407,64,12,52
4187,407425,72,8,64
4188,407434,34,1,33
4189,407461,86,48,38
4190,407470,63,1,62
4191,407489,102,64,38
4192,407513,226,89,137
4193,407522,103,32,71
4194,407568,59,4,55
4195,407577,121,47,74
4196,407595,68,31,37
4197,407610,5,4,1
4198,407629,1277,643,634
4199,407683,112,11,101
4200,407708,98,5,93
4201,407735,15,0,15
4202,407832,236,126,110
4203,408066,78,23,55
4204,408163,17,0,17
4205,408385,479,206,273
4206,408729,64,5,59
4207,408844,819,191,628
4208,408862,111,7,104
4209,409032,69,1,68
4210,409120,87,22,65
4211,409193,176,170,6
4212,409254,100,7,93
4213,409315,6269,2704,3565
4214,409537,45,20,25
4215,409591,130,35,95
4216,409616,136,71,65
4217,409698,2227,796,1431
4218,410797,182,121,61
4219,410964,36,0,36
4220,411684,60,22,38
4221,411754,18,8,10
4222,412173,133,7,126
4223,412535,32,9,23
4224,412544,100,22,78
4225,412599,254,59,195
4226,413176,30,13,17
4227,413413,10226,2145,8081
4228,413617,45,13,32
4229,413626,61,22,39
4230,413680,213,196,17
4231,413778,109,3,106
4232,413802,233,89,144
4233,413820,5,0,5
4234,413893,454,101,353
4235,413945,51,1,50
4236,413972,20,1,19
4237,414063,116,5,111
4238,414124,266,190,76
4239,414461,1071,1011,60
4240,414489,61,2,59
4241,414540,276,12,264
4242,414595,164,50,114
4243,414823,375,133,242
4244,414869,156,17,139
4245,414878,271,129,142
4246,414911,301,120,181
4247,414939,186,26,160
4248,414966,22,6,16
4249,415039,41,1,40
4250,415057,60,58,2
4251,415987,266,26,240
4252,416458,93,22,71
4253,416801,173,49,124
4254,417008,77,4,73
4255,417062,41,4,37
4256,417105,218,150,68
4257,417123,123,47,76
4258,417248,7,6,1
4259,417275,7,6,1
4260,417327,76,10,66
4261,417381,39,3,36
4262,417442,84,3,81
4263,417503,131,2,129
4264,417549,43,0,43
4265,417600,20,3,17
4266,417628,50,4,46
4267,417637,57,20,37
4268,417646,16,0,16
4269,417655,27,3,24
4270,417682,13,1,12
4271,417716,91,6,85
4272,417725,24,0,24
4273,417734,55,13,42
4274,417752,7,5,2
4275,417831,64,50,14
4276,417840,191,9,182
4277,417868,42,18,24
4278,417886,25,0,25
4279,417910,133,13,120
4280,417983,20,0,20
4281,417992,56,3,53
4282,418001,114,8,106
4283,418010,37,2,35
4284,418029,9,0,9
4285,418038,146,7,139
4286,418056,37,6,31
4287,418065,138,24,114
4288,418083,42,5,37
4289,418126,156,30,126
4290,418171,37,36,1
4291,418199,23,22,1
4292,418205,334,133,201
4293,418223,90,5,85
4294,418250,276,152,124
4295,418269,142,80,62
4296,418278,148,50,98
4297,418296,1304,744,560
4298,418302,171,87,84
4299,418320,362,194,168
4300,418339,141,82,59
4301,418348,181,109,72
4302,418357,48,10,38
4303,418409,128,80,48
4304,418427,35,1,34
4305,418445,16,0,16
4306,418454,147,81,66
4307,418481,34,1,33
4308,418515,73,8,65
4309,418524,45,2,43
4310,418533,197,54,143
4311,418542,85,11,74
4312,418560,55,14,41
4313,418588,31,0,31
4314,418603,18,1,17
4315,418658,162,132,30
4316,418764,22,2,20
4317,418773,433,170,263
4318,418782,157,154,3
4319,418889,146,140,6
4320,418913,5,3,2
4321,418968,123,1,122
4322,419031,24,4,20
4323,419095,22,2,20
4324,419183,84,9,75
4325,419217,71,21,50
4326,419226,437,214,223
4327,419235,55,15,40
4328,419244,59,51,8
4329,419253,125,93,32
4330,419280,12,0,12
4331,419332,6,5,1
4332,419341,19,11,8
4333,419420,77,38,39
4334,419484,16,1,15
4335,419633,28,0,28
4336,419703,345,318,27
4337,419712,135,123,12
4338,419721,245,228,17
4339,420024,162,20,142
4340,420042,167,116,51
4341,420130,134,5,129
4342,420246,71,12,59
4343,420255,39,39,0
4344,420325,14,14,0
4345,420343,456,447,9
4346,420370,213,63,150
4347,420398,2729,1199,1530
4348,420431,729,369,360
4349,420440,208,70,138
4350,420459,111,57,54
4351,420468,157,45,112
4352,420538,520,241,279
4353,420556,157,46,111
4354,420574,1316,861,455
4355,420608,38,7,31
4356,420705,22,15,7
4357,420723,80,34,46
4358,420981,207,33,174
4359,421513,51,4,47
4360,421610,125,1,124
4361,421665,9,0,9
4362,421708,347,47,300
4363,421717,22,5,17
4364,421771,19,1,18
4365,421832,117,29,88
4366,421841,108,54,54
4367,421878,83,6,77
4368,421896,208,80,128
4369,422190,20,1,19
4370,422695,99,16,83
4371,422835,181,34,147
4372,423120,136,9,127
4373,423397,77,75,2
4374,423412,8,8,0
4375,423643,1166,513,653
4376,423652,72,11,61
4377,425250,62,8,54
4378,425986,97,12,85
4379,426314,3313,2806,507
4380,427308,58,5,53
4381,427335,20,0,20
4382,427894,84,80,4
4383,427973,90,81,9
4384,427982,72,40,32
4385,427991,324,159,165
4386,428000,63,20,43
4387,428019,146,69,77
4388,428055,121,43,78
4389,428125,38,23,15
4390,428143,152,17,135
4391,428170,325,48,277
4392,428259,92,29,63
4393,428392,310,132,178
4394,429012,151,136,15
4395,429085,37,11,26
4396,429094,57,12,45
4397,429128,99,7,92
4398,430184,723,246,477
4399,430218,46,6,40
4400,430227,61,3,58
4401,430245,328,42,286
4402,430306,32,2,30
4403,430403,126,6,120
4404,430485,24,5,19
4405,430564,91,19,72
4406,430582,349,130,219
4407,430670,83,38,45
4408,430704,41,15,26
4409,430795,79,38,41
4410,430883,18,1,17
4411,430908,52,8,44
4412,430935,178,118,60
4413,430971,56,12,44
4414,431017,129,60,69
4415,431071,33,8,25
4416,431099,124,3,121
4417,431105,62,5,57
4418,431123,293,286,7
4419,431141,751,266,485
4420,431169,98,32,66
4421,431187,56,56,0
4422,431196,81,4,77
4423,431266,33,0,33
4424,431275,38,1,37
4425,431284,65,2,63
4426,431558,228,53,175
4427,431600,39,5,34
4428,431716,244,108,136
4429,431929,66,11,55
4430,431983,19,19,0
4431,432074,61,22,39
4432,432117,87,0,87
4433,432223,37,18,19
4434,432269,41,28,13
4435,432348,83,42,41
4436,432384,305,78,227
4437,432524,25,5,20
4438,433004,74,12,62
4439,433013,164,67,97
4440,433040,28,3,25
4441,433068,160,101,59
4442,433101,369,34,335
4443,433138,83,25,58
4444,433165,5,0,5
4445,433174,165,17,148
4446,433387,34132,9996,24136
4447,433420,100,30,70
4448,433536,133,23,110
4449,433660,3601,1369,2232
4450,433970,47,5,42
4451,434016,13,5,8
4452,434061,1456,857,599
4453,434140,576,102,474
4454,434159,172,115,57
4455,434274,46,8,38
4456,434283,28,0,28
4457,434292,2,0,2
4458,434308,88,14,74
4459,434344,175,7,168
4460,434362,36,35,1
4461,434432,11,4,7
4462,434441,27,8,19
4463,434469,92,18,74
4464,434496,34,0,34
4465,434520,133,22,111
4466,434539,59,15,44
4467,434584,97,28,69
4468,434672,2800,1166,1634
4469,434715,66,22,44
4470,434751,14,2,12
4471,434821,499,28,471
4472,434830,149,3,146
4473,434900,109,22,87
4474,434937,5,5,0
4475,435000,258,89,169
4476,436021,56,12,44
4477,436030,67,22,45
4478,436100,18,1,17
4479,436261,17,2,15
4480,436304,718,379,339
4481,436429,1011,784,227
4482,436553,162,28,134
4483,436599,31,14,17
4484,436614,12,4,8
4485,436632,110,9,101
4486,436641,86,18,68
4487,436650,135,6,129
4488,436775,103,4,99
4489,437097,788,513,275
4490,437103,1632,716,916
4491,437237,56,51,5
4492,437316,180,26,154
4493,437325,133,21,112
4494,437556,471,140,331
4495,437608,54,32,22
4496,437635,286,25,261
4497,437705,9,0,9
4498,437723,83,31,52
4499,437732,111,16,95
4500,437750,50,43,7
4501,437769,79,5,74
4502,437778,117,18,99
4503,437857,75,3,72
4504,438151,107,48,59
4505,438179,138,31,107
4506,438221,110,19,91
4507,438285,101,13,88
4508,438337,224,57,167
4509,438498,715,247,468
4510,438504,728,704,24
4511,438586,610,197,413
4512,438674,27,2,25
4513,438708,66,17,49
4514,438735,61,58,3
4515,438869,11,2,9
4516,438984,38,14,24
4517,439020,19,7,12
4518,439118,241,24,217
4519,439145,704,247,457
4520,439190,657,305,352
4521,439288,338,127,211
4522,439367,308,78,230
4523,439394,31,8,23
4524,439446,54,17,37
4525,439455,115,4,111
4526,439473,70,14,56
4527,439491,160,22,138
4528,439507,84,10,74
4529,439570,393,29,364
4530,439613,34,19,15
4531,439622,313,66,247
4532,439668,204,190,14
4533,439686,115,7,108
4534,439701,132,63,69
4535,439738,124,33,91
4536,439747,397,102,295
4537,439774,35,10,25
4538,439783,58,22,36
4539,439792,187,19,168
4540,439817,22,13,9
4541,439844,41,0,41
4542,439862,13,7,6
4543,439871,37,3,34
4544,439899,11,4,7
4545,439914,13,4,9
4546,439932,24,2,22
